 ,Area,Mean,Min,Max,%Area,MinThr,MaxThr
1,3.960,60.615,0,255,23.770,0,255
2,8.666,24.831,0,255,9.738,0,255
3,7.335,9.027,0,255,3.540,0,255
4,2.921,68.000,0,255,26.667,0,255
5,8.341,14.883,0,255,5.837,0,255
6,3.862,55.714,0,255,21.849,0,255
7,2.661,37.317,0,255,14.634,0,255
8,9.348,29.219,0,255,11.458,0,255
9,2.240,0.000,0,0,0.000,0,255
10,7.043,51.705,0,255,20.276,0,255
11,1.104,0.000,0,0,0.000,0,255
12,2.597,19.125,0,255,7.500,0,255
13,9.315,37.317,0,255,14.634,0,255
14,5.355,27.818,0,255,10.909,0,255
15,2.597,60.562,0,255,23.750,0,255
16,6.491,122.400,0,255,48.000,0,255
17,6.394,50.482,0,255,19.797,0,255
18,11.457,28.895,0,255,11.331,0,255
19,7.952,4.163,0,255,1.633,0,255
20,5.810,88.324,0,255,34.637,0,255
21,7.757,7.469,0,255,2.929,0,255
22,6.751,0.000,0,0,0.000,0,255
23,4.025,37.016,0,255,14.516,0,255
24,9.899,36.787,0,255,14.426,0,255
25,6.719,71.449,0,255,28.019,0,255
26,5.777,53.006,0,255,20.787,0,255
27,9.672,31.661,0,255,12.416,0,255
28,2.402,0.000,0,0,0.000,0,255
29,10.419,0.000,0,0,0.000,0,255
30,2.467,0.000,0,0,0.000,0,255
31,2.402,0.000,0,0,0.000,0,255
32,5.907,0.000,0,0,0.000,0,255
33,5.323,54.421,0,255,21.341,0,255
34,6.589,0.000,0,0,0.000,0,255
35,7.757,22.406,0,255,8.787,0,255
36,7.076,16.376,0,255,6.422,0,255
37,2.499,0.000,0,0,0.000,0,255
38,1.753,0.000,0,0,0.000,0,255
39,14.865,31.736,0,255,12.445,0,255
40,6.719,30.797,0,255,12.077,0,255
41,6.394,58.249,0,255,22.843,0,255
42,9.997,83.620,0,255,32.792,0,255
43,2.467,0.000,0,0,0.000,0,255
44,8.601,0.000,0,0,0.000,0,255
45,7.660,27.013,0,255,10.593,0,255
46,3.440,0.000,0,0,0.000,0,255
47,2.434,0.000,0,0,0.000,0,255
48,4.609,0.000,0,0,0.000,0,255
49,2.499,0.000,0,0,0.000,0,255
50,4.998,59.610,0,255,23.377,0,255
51,6.232,47.812,0,255,18.750,0,255
52,10.646,5.442,0,255,2.134,0,255
53,2.434,0.000,0,0,0.000,0,255
54,2.499,0.000,0,0,0.000,0,255
55,2.661,0.000,0,0,0.000,0,255
56,6.134,10.794,0,255,4.233,0,255
57,8.341,0.000,0,0,0.000,0,255
58,5.907,42.033,0,255,16.484,0,255
59,6.329,0.000,0,0,0.000,0,255
60,6.556,6.312,0,255,2.475,0,255
61,2.434,0.000,0,0,0.000,0,255
62,2.207,0.000,0,0,0.000,0,255
63,12.691,68.478,0,255,26.854,0,255
64,8.471,0.000,0,0,0.000,0,255
65,6.524,0.000,0,0,0.000,0,255
66,5.940,6.967,0,255,2.732,0,255
67,2.207,0.000,0,0,0.000,0,255
68,1.947,0.000,0,0,0.000,0,255
69,7.011,0.000,0,0,0.000,0,255
70,13.859,54.941,0,255,21.546,0,255
71,7.141,91.568,0,255,35.909,0,255
72,6.232,85.000,0,255,33.333,0,255
73,2.434,0.000,0,0,0.000,0,255
74,6.329,0.000,0,0,0.000,0,255
75,7.368,39.317,0,255,15.419,0,255
