 ,Area,Mean,Min,Max,%Area,MinThr,MaxThr
1,2.467,0.000,0,0,0.000,0,255
2,11.944,71.372,0,255,27.989,0,255
3,8.471,54.713,0,255,21.456,0,255
4,9.120,107.989,0,255,42.349,0,255
5,5.031,121.742,0,255,47.742,0,255
6,8.666,76.404,0,255,29.963,0,255
7,3.181,75.459,0,255,29.592,0,255
8,4.447,124.708,0,255,48.905,0,255
9,2.434,0.000,0,0,0.000,0,255
10,12.464,29.219,0,255,11.458,0,255
11,9.867,0.839,0,255,0.329,0,255
12,4.804,72.365,0,255,28.378,0,255
13,6.459,92.261,0,255,36.181,0,255
14,9.056,0.000,0,0,0.000,0,255
15,10.678,34.878,0,255,13.678,0,255
16,2.012,0.000,0,0,0.000,0,255
17,1.558,0.000,0,0,0.000,0,255
18,6.427,73.409,0,255,28.788,0,255
19,10.776,0.000,0,0,0.000,0,255
20,5.518,0.000,0,0,0.000,0,255
21,3.992,0.000,0,0,0.000,0,255
22,13.307,29.232,0,255,11.463,0,255
23,7.563,58.004,0,255,22.747,0,255
24,13.892,36.343,0,255,14.252,0,255
25,7.076,0.000,0,0,0.000,0,255
26,7.076,146.216,0,255,57.339,0,255
27,3.148,0.000,0,0,0.000,0,255
28,10.841,0.000,0,0,0.000,0,255
29,3.603,66.622,0,255,26.126,0,255
30,3.505,0.000,0,0,0.000,0,255
31,1.168,0.000,0,0,0.000,0,255
32,10.062,31.258,0,255,12.258,0,255
33,1.363,0.000,0,0,0.000,0,255
34,6.654,34.829,0,255,13.659,0,255
35,7.757,74.686,0,255,29.289,0,255
36,13.243,0.000,0,0,0.000,0,255
37,6.005,41.351,0,255,16.216,0,255
38,9.250,58.158,0,255,22.807,0,255
39,7.660,46.462,0,255,18.220,0,255
40,7.270,112.701,0,255,44.196,0,255
41,12.691,3.913,0,255,1.535,0,255
42,6.589,37.685,0,255,14.778,0,255
43,10.224,74.476,0,255,29.206,0,255
44,6.167,24.158,0,255,9.474,0,255
45,2.889,0.000,0,0,0.000,0,255
46,7.790,34.000,0,255,13.333,0,255
47,14.379,14.966,0,255,5.869,0,255
48,7.660,65.911,0,255,25.847,0,255
49,7.303,49.867,0,255,19.556,0,255
50,1.168,99.167,0,255,38.889,0,255
51,6.881,0.000,0,0,0.000,0,255
52,2.499,0.000,0,0,0.000,0,255
53,6.719,62.826,0,255,24.638,0,255
54,2.207,0.000,0,0,0.000,0,255
55,8.309,0.000,0,0,0.000,0,255
56,2.694,0.000,0,0,0.000,0,255
57,6.686,71.796,0,255,28.155,0,255
58,5.810,0.000,0,0,0.000,0,255
59,6.037,104.194,0,255,40.860,0,255
60,11.814,33.626,0,255,13.187,0,255
61,7.465,41.022,0,255,16.087,0,255
62,5.485,10.562,0,255,4.142,0,255
63,6.524,60.896,0,255,23.881,0,255
64,6.459,6.407,0,255,2.513,0,255
65,2.240,0.000,0,0,0.000,0,255
66,7.108,135.068,0,255,52.968,0,255
67,12.626,19.010,0,255,7.455,0,255
68,1.720,0.000,0,0,0.000,0,255
69,5.258,55.093,0,255,21.605,0,255
70,2.954,0.000,0,0,0.000,0,255
71,9.932,31.667,0,255,12.418,0,255
72,7.465,0.000,0,0,0.000,0,255
73,4.901,148.609,0,255,58.278,0,255
74,6.394,0.000,0,0,0.000,0,255
75,2.207,0.000,0,0,0.000,0,255
76,1.136,196.714,0,255,77.143,0,255
77,1.363,218.571,0,255,85.714,0,255
78,2.661,3.110,0,255,1.220,0,255
79,9.737,68.850,0,255,27.000,0,255
80,13.307,155.488,0,255,60.976,0,255
81,2.791,0.000,0,0,0.000,0,255
82,1.980,0.000,0,0,0.000,0,255
83,5.648,39.569,0,255,15.517,0,255
84,8.666,115.562,0,255,45.318,0,255
85,4.090,24.286,0,255,9.524,0,255
86,2.207,0.000,0,0,0.000,0,255
87,2.824,0.000,0,0,0.000,0,255
88,10.484,118.421,0,255,46.440,0,255
89,2.467,0.000,0,0,0.000,0,255
90,6.881,61.344,0,255,24.057,0,255
91,6.816,76.500,0,255,30.000,0,255
92,14.151,109.954,0,255,43.119,0,255
93,2.240,0.000,0,0,0.000,0,255
94,2.207,0.000,0,0,0.000,0,255
95,6.037,0.000,0,0,0.000,0,255
96,2.434,0.000,0,0,0.000,0,255
97,6.491,131.325,0,255,51.500,0,255
98,0.974,0.000,0,0,0.000,0,255
99,10.808,205.991,0,255,80.781,0,255
100,5.193,38.250,0,255,15.000,0,255
101,2.012,0.000,0,0,0.000,0,255
102,2.434,0.000,0,0,0.000,0,255
103,2.207,0.000,0,0,0.000,0,255
104,7.173,0.000,0,0,0.000,0,255
105,8.212,106.838,0,255,41.897,0,255
106,5.940,108.689,0,255,42.623,0,255
107,2.207,0.000,0,0,0.000,0,255
108,12.691,1.957,0,255,0.767,0,255
109,7.368,0.000,0,0,0.000,0,255
110,13.827,43.099,0,255,16.901,0,255
111,0.811,0.000,0,0,0.000,0,255
112,6.524,5.075,0,255,1.990,0,255
113,6.913,86.197,0,255,33.803,0,255
114,8.212,57.451,0,255,22.530,0,255
115,2.434,0.000,0,0,0.000,0,255
116,8.374,55.349,0,255,21.705,0,255
117,6.621,66.250,0,255,25.980,0,255
118,6.881,0.000,0,0,0.000,0,255
119,8.991,43.267,0,255,16.968,0,255
120,2.726,0.000,0,0,0.000,0,255
121,6.199,76.099,0,255,29.843,0,255
122,2.434,0.000,0,0,0.000,0,255
123,6.167,5.368,0,255,2.105,0,255
124,2.369,0.000,0,0,0.000,0,255
125,5.810,66.955,0,255,26.257,0,255
126,6.978,0.000,0,0,0.000,0,255
127,4.966,0.000,0,0,0.000,0,255
