 ,Area,Mean,Min,Max,%Area,MinThr,MaxThr
1,11.198,62.087,0,255,24.348,0,255
2,1.915,0.000,0,0,0.000,0,255
3,4.187,85.000,0,255,33.333,0,255
4,7.141,164.591,0,255,64.545,0,255
5,6.102,161.410,0,255,63.298,0,255
6,5.875,0.000,0,0,0.000,0,255
7,5.777,156.152,0,255,61.236,0,255
8,7.368,119.075,0,255,46.696,0,255
9,12.107,70.416,0,255,27.614,0,255
10,2.597,63.750,0,255,25.000,0,255
11,1.753,236.111,0,255,92.593,0,255
12,11.782,70.248,0,255,27.548,0,255
13,1.331,0.000,0,0,0.000,0,255
14,3.700,11.184,0,255,4.386,0,255
15,9.640,0.000,0,0,0.000,0,255
16,13.535,46.475,0,255,18.225,0,255
17,7.790,73.312,0,255,28.750,0,255
18,6.784,73.206,0,255,28.708,0,255
19,6.719,30.797,0,255,12.077,0,255
20,5.648,85.000,0,255,33.333,0,255
21,5.745,85.000,0,255,33.333,0,255
22,8.796,43.284,0,255,16.974,0,255
23,6.816,43.714,0,255,17.143,0,255
24,6.069,69.545,0,255,27.273,0,255
25,5.518,91.500,0,255,35.882,0,255
26,7.595,112.244,0,255,44.017,0,255
27,13.697,81.576,0,255,31.991,0,255
28,8.471,83.046,0,255,32.567,0,255
29,13.502,41.683,0,255,16.346,0,255
30,10.386,33.469,0,255,13.125,0,255
31,7.563,30.644,0,255,12.017,0,255
32,11.035,22.500,0,255,8.824,0,255
33,8.601,73.132,0,255,28.679,0,255
34,4.252,136.260,0,255,53.435,0,255
35,7.627,60.766,0,255,23.830,0,255
36,4.804,80.980,0,255,31.757,0,255
37,6.005,52.378,0,255,20.541,0,255
38,6.394,72.487,0,255,28.426,0,255
39,2.824,0.000,0,0,0.000,0,255
40,7.108,78.014,0,255,30.594,0,255
41,6.167,46.974,0,255,18.421,0,255
42,5.323,52.866,0,255,20.732,0,255
43,2.694,6.145,0,255,2.410,0,255
44,4.869,45.900,0,255,18.000,0,255
45,6.362,31.224,0,255,12.245,0,255
46,9.348,19.479,0,255,7.639,0,255
47,6.037,80.887,0,255,31.720,0,255
48,5.875,53.536,0,255,20.994,0,255
49,12.691,13.696,0,255,5.371,0,255
50,7.790,41.438,0,255,16.250,0,255
51,14.184,32.677,0,255,12.815,0,255
52,7.530,39.569,0,255,15.517,0,255
53,6.978,221.791,0,255,86.977,0,255
54,10.906,90.312,0,255,35.417,0,255
55,14.021,57.257,0,255,22.454,0,255
56,14.184,44.348,0,255,17.391,0,255
57,2.759,57.000,0,255,22.353,0,255
58,5.583,71.163,0,255,27.907,0,255
59,13.762,19.245,0,255,7.547,0,255
60,8.731,0.000,0,0,0.000,0,255
61,6.491,48.450,0,255,19.000,0,255
62,8.763,15.111,0,255,5.926,0,255
63,13.535,60.540,0,255,23.741,0,255
64,4.901,67.550,0,255,26.490,0,255
65,14.281,63.170,0,255,24.773,0,255
66,5.583,59.302,0,255,23.256,0,255
67,14.995,66.234,0,255,25.974,0,255
68,7.205,79.257,0,255,31.081,0,255
69,7.498,41.948,0,255,16.450,0,255
70,5.583,0.000,0,0,0.000,0,255
71,4.187,118.605,0,255,46.512,0,255
72,8.244,113.445,0,255,44.488,0,255
73,6.297,93.325,0,255,36.598,0,255
74,7.855,54.793,0,255,21.488,0,255
75,6.524,100.224,0,255,39.303,0,255
76,0.974,0.000,0,0,0.000,0,255
77,8.926,25.964,0,255,10.182,0,255
78,7.498,64.026,0,255,25.108,0,255
79,7.530,30.776,0,255,12.069,0,255
80,6.297,30.232,0,255,11.856,0,255
81,10.873,12.940,0,255,5.075,0,255
82,11.652,37.646,0,255,14.763,0,255
83,1.525,37.979,0,255,14.894,0,255
84,10.938,71.884,0,255,28.190,0,255
85,7.692,38.734,0,255,15.190,0,255
86,11.749,51.423,0,255,20.166,0,255
87,14.443,52.719,0,255,20.674,0,255
88,5.583,83.023,0,255,32.558,0,255
89,9.413,13.190,0,255,5.172,0,255
90,6.297,6.572,0,255,2.577,0,255
91,6.297,60.464,0,255,23.711,0,255
92,8.731,120.390,0,255,47.212,0,255
93,12.885,41.751,0,255,16.373,0,255
94,13.729,234.504,0,255,91.962,0,255
95,9.348,78.802,0,255,30.903,0,255
96,5.420,18.323,0,255,7.186,0,255
97,8.374,64.244,0,255,25.194,0,255
98,2.759,75.000,0,255,29.412,0,255
99,6.491,20.400,0,255,8.000,0,255
100,5.258,61.389,0,255,24.074,0,255
101,8.471,92.816,0,255,36.398,0,255
102,6.264,3.964,0,255,1.554,0,255
103,6.427,115.909,0,255,45.455,0,255
104,4.804,29.291,0,255,11.486,0,255
105,1.947,97.750,0,255,38.333,0,255
106,9.997,0.000,0,0,0.000,0,255
107,13.632,131.750,0,255,51.667,0,255
108,2.597,232.688,0,255,91.250,0,255
109,11.100,11.930,0,255,4.678,0,255
110,7.335,82.367,0,255,32.301,0,255
111,9.477,72.483,0,255,28.425,0,255
112,4.317,38.346,0,255,15.038,0,255
113,10.776,20.738,0,255,8.133,0,255
114,12.431,152.467,0,255,59.791,0,255
115,6.069,0.000,0,0,0.000,0,255
116,5.583,65.233,0,255,25.581,0,255
117,0.811,0.000,0,0,0.000,0,255
118,2.986,72.065,0,255,28.261,0,255
119,8.893,61.423,0,255,24.088,0,255
120,0.811,255.000,255,255,100.000,0,255
121,5.518,87.000,0,255,34.118,0,255
122,3.505,0.000,0,0,0.000,0,255
123,13.535,17.122,0,255,6.715,0,255
124,5.583,100.814,0,255,39.535,0,255
125,3.797,56.667,0,255,22.222,0,255
126,5.550,43.246,0,255,16.959,0,255
127,7.952,57.245,0,255,22.449,0,255
128,10.808,163.108,0,255,63.964,0,255
129,4.966,0.000,0,0,0.000,0,255
130,2.921,11.333,0,255,4.444,0,255
131,4.966,31.667,0,255,12.418,0,255
132,5.648,39.569,0,255,15.517,0,255
133,6.297,80.180,0,255,31.443,0,255
134,5.258,78.704,0,255,30.864,0,255
135,13.957,50.407,0,255,19.767,0,255
