 ,Area,Mean,Min,Max,%Area,MinThr,MaxThr
1,5.031,11.516,0,255,4.516,0,255
2,5.226,7.919,0,255,3.106,0,255
3,1.883,0.000,0,0,0.000,0,255
4,4.122,60.236,0,255,23.622,0,255
5,3.960,102.418,0,255,40.164,0,255
6,4.771,67.653,0,255,26.531,0,255
7,1.558,79.688,0,255,31.250,0,255
8,7.270,20.491,0,255,8.036,0,255
9,6.719,43.116,0,255,16.908,0,255
10,2.661,37.317,0,255,14.634,0,255
11,6.621,17.500,0,255,6.863,0,255
12,14.963,47.017,0,255,18.438,0,255
13,6.005,0.000,0,0,0.000,0,255
14,6.881,0.000,0,0,0.000,0,255
15,6.946,17.874,0,255,7.009,0,255
16,6.654,23.634,0,255,9.268,0,255
17,5.842,15.583,0,255,6.111,0,255
18,11.133,37.172,0,255,14.577,0,255
19,6.005,22.054,0,255,8.649,0,255
20,7.043,30.553,0,255,11.982,0,255
21,6.037,63.065,0,255,24.731,0,255
22,6.394,33.655,0,255,13.198,0,255
23,2.661,0.000,0,0,0.000,0,255
24,6.621,20.000,0,255,7.843,0,255
25,7.920,27.172,0,255,10.656,0,255
26,5.453,31.875,0,255,12.500,0,255
27,3.148,0.000,0,0,0.000,0,255
28,6.232,51.797,0,255,20.312,0,255
29,5.258,25.185,0,255,9.877,0,255
30,11.360,34.971,0,255,13.714,0,255
31,2.661,31.098,0,255,12.195,0,255
32,5.842,17.000,0,255,6.667,0,255
33,4.252,33.092,0,255,12.977,0,255
34,12.399,17.356,0,255,6.806,0,255
35,6.005,17.919,0,255,7.027,0,255
36,10.711,20.091,0,255,7.879,0,255
37,4.706,33.414,0,255,13.103,0,255
38,12.918,7.688,0,255,3.015,0,255
39,6.069,12.273,0,255,4.813,0,255
40,7.303,20.400,0,255,8.000,0,255
41,2.597,0.000,0,0,0.000,0,255
42,7.011,56.667,0,255,22.222,0,255
43,6.167,56.368,0,255,22.105,0,255
44,5.615,22.110,0,255,8.671,0,255
45,8.666,15.281,0,255,5.993,0,255
46,2.467,23.487,0,255,9.211,0,255
47,6.784,57.344,0,255,22.488,0,255
48,8.666,8.596,0,255,3.371,0,255
49,6.329,54.923,0,255,21.538,0,255
50,5.355,49.455,0,255,19.394,0,255
51,8.861,0.000,0,0,0.000,0,255
52,8.601,0.000,0,0,0.000,0,255
53,11.782,26.694,0,255,10.468,0,255
54,5.745,27.373,0,255,10.734,0,255
55,10.646,38.095,0,255,14.939,0,255
56,8.634,23.008,0,255,9.023,0,255
57,5.161,30.472,0,255,11.950,0,255
58,6.264,11.891,0,255,4.663,0,255
59,11.749,56.354,0,255,22.099,0,255
60,5.680,18.943,0,255,7.429,0,255
61,11.944,34.647,0,255,13.587,0,255
62,5.453,59.196,0,255,23.214,0,255
63,6.459,30.754,0,255,12.060,0,255
64,2.921,19.833,0,255,7.778,0,255
65,8.796,18.819,0,255,7.380,0,255
66,9.835,25.248,0,255,9.901,0,255
67,6.751,39.231,0,255,15.385,0,255
68,5.972,6.929,0,255,2.717,0,255
69,2.759,15.000,0,255,5.882,0,255
70,8.731,53.086,0,255,20.818,0,255
71,7.043,30.553,0,255,11.982,0,255
72,7.270,13.661,0,255,5.357,0,255
73,5.648,5.862,0,255,2.299,0,255
74,5.226,38.012,0,255,14.907,0,255
75,3.019,35.645,0,255,13.978,0,255
76,9.218,17.060,0,255,6.690,0,255
77,14.541,80.826,0,255,31.696,0,255
78,8.406,73.842,0,255,28.958,0,255
79,8.731,39.814,0,255,15.613,0,255
80,4.933,26.842,0,255,10.526,0,255
81,7.984,91.220,0,255,35.772,0,255
82,13.210,72.052,0,255,28.256,0,255
83,7.173,60.000,0,255,23.529,0,255
84,6.102,23.059,0,255,9.043,0,255
85,6.199,77.435,0,255,30.366,0,255
86,5.615,66.329,0,255,26.012,0,255
87,8.244,142.559,0,255,55.906,0,255
88,2.856,20.284,0,255,7.955,0,255
89,6.102,50.186,0,255,19.681,0,255
90,6.524,40.597,0,255,15.920,0,255
91,5.712,88.381,0,255,34.659,0,255
92,8.439,15.692,0,255,6.154,0,255
93,5.518,27.000,0,255,10.588,0,255
94,4.706,14.069,0,255,5.517,0,255
95,7.984,87.073,0,255,34.146,0,255
96,3.246,30.600,0,255,12.000,0,255
97,6.329,176.538,0,255,69.231,0,255
98,5.128,38.734,0,255,15.190,0,255
99,1.493,72.065,0,255,28.261,0,255
100,5.193,106.781,0,255,41.875,0,255
101,4.512,223.813,0,255,87.770,0,255
102,10.711,12.364,0,255,4.848,0,255
103,5.972,135.815,0,255,53.261,0,255
104,3.246,30.600,0,255,12.000,0,255
105,6.556,26.510,0,255,10.396,0,255
106,6.134,25.635,0,255,10.053,0,255
107,2.597,35.062,0,255,13.750,0,255
108,6.816,9.714,0,255,3.810,0,255
109,2.921,0.000,0,0,0.000,0,255
110,5.323,55.976,0,255,21.951,0,255
111,6.362,48.138,0,255,18.878,0,255
112,8.504,14.599,0,255,5.725,0,255
113,3.181,31.224,0,255,12.245,0,255
114,5.648,70.345,0,255,27.586,0,255
115,1.525,81.383,0,255,31.915,0,255
116,1.331,0.000,0,0,0.000,0,255
117,7.790,36.125,0,255,14.167,0,255
118,10.256,40.348,0,255,15.823,0,255
119,8.796,31.052,0,255,12.177,0,255
120,9.640,18.030,0,255,7.071,0,255
121,2.467,0.000,0,0,0.000,0,255
122,2.240,36.957,0,255,14.493,0,255
123,5.128,106.519,0,255,41.772,0,255
124,7.627,39.064,0,255,15.319,0,255
125,11.717,52.978,0,255,20.776,0,255
126,13.470,10.446,0,255,4.096,0,255
127,5.485,12.071,0,255,4.734,0,255
128,6.102,12.207,0,255,4.787,0,255
129,13.664,49.667,0,255,19.477,0,255
130,9.575,50.136,0,255,19.661,0,255
131,13.729,38.582,0,255,15.130,0,255
132,5.615,47.168,0,255,18.497,0,255
133,3.538,49.128,0,255,19.266,0,255
134,7.011,42.500,0,255,16.667,0,255
135,2.759,48.000,0,255,18.824,0,255
136,3.635,0.000,0,0,0.000,0,255
137,13.729,125.390,0,255,49.173,0,255
138,8.504,31.145,0,255,12.214,0,255
139,9.835,61.436,0,255,24.092,0,255
140,7.076,22.225,0,255,8.716,0,255
141,6.719,30.797,0,255,12.077,0,255
142,4.836,27.383,0,255,10.738,0,255
143,7.368,60.661,0,255,23.789,0,255
144,8.763,0.000,0,0,0.000,0,255
145,5.193,76.500,0,255,30.000,0,255
146,10.776,23.810,0,255,9.337,0,255
147,7.173,51.923,0,255,20.362,0,255
148,5.680,30.600,0,255,12.000,0,255
149,5.777,54.438,0,255,21.348,0,255
150,5.226,22.174,0,255,8.696,0,255
151,14.865,13.919,0,255,5.459,0,255
152,8.017,36.134,0,255,14.170,0,255
153,3.960,96.148,0,255,37.705,0,255
154,9.964,9.967,0,255,3.909,0,255
155,3.376,34.327,0,255,13.462,0,255
156,2.532,0.000,0,0,0.000,0,255
157,5.712,17.386,0,255,6.818,0,255
158,4.155,0.000,0,0,0.000,0,255
159,4.998,11.591,0,255,4.545,0,255
160,0.974,42.500,0,255,16.667,0,255
161,8.666,26.742,0,255,10.487,0,255
162,2.694,9.217,0,255,3.614,0,255
163,3.213,18.030,0,255,7.071,0,255
164,9.932,12.500,0,255,4.902,0,255
165,4.804,53.412,0,255,20.946,0,255
166,9.737,14.450,0,255,5.667,0,255
