 ,Area,Mean,Min,Max,%Area,MinThr,MaxThr
1,4.671,63.571,0,255,24.930,0,255
2,0.929,61.056,0,255,23.944,0,255
3,7.733,50.051,0,255,19.628,0,255
4,3.886,39.495,0,255,15.488,0,255
5,2.224,0.000,0,0,0.000,0,255
6,7.903,173.518,0,255,68.046,0,255
7,2.250,8.895,0,255,3.488,0,255
8,3.232,47.490,0,255,18.623,0,255
9,2.277,32.241,0,255,12.644,0,255
10,6.359,41.451,0,255,16.255,0,255
11,5.940,28.084,0,255,11.013,0,255
12,3.179,53.519,0,255,20.988,0,255
13,2.695,37.136,0,255,14.563,0,255
14,2.093,49.406,0,255,19.375,0,255
15,2.421,0.000,0,0,0.000,0,255
16,1.099,0.000,0,0,0.000,0,255
17,3.114,35.357,0,255,13.866,0,255
18,4.226,16.579,0,255,6.502,0,255
19,5.770,9.830,0,255,3.855,0,255
20,2.512,75.703,0,255,29.688,0,255
21,14.942,44.882,0,255,17.601,0,255
22,2.486,41.605,0,255,16.316,0,255
23,2.434,0.000,0,0,0.000,0,255
24,2.408,49.891,0,255,19.565,0,255
25,3.258,47.108,0,255,18.474,0,255
26,3.611,23.098,0,255,9.058,0,255
27,1.989,0.000,0,0,0.000,0,255
28,2.355,42.500,0,255,16.667,0,255
29,1.269,70.979,0,255,27.835,0,255
30,1.936,17.230,0,255,6.757,0,255
31,2.054,25.987,0,255,10.191,0,255
32,3.127,100.293,0,255,39.331,0,255
33,11.357,88.134,0,255,34.562,0,255
34,3.232,174.474,0,255,68.421,0,255
35,3.454,33.807,0,255,13.258,0,255
36,2.499,58.743,0,255,23.037,0,255
37,4.187,25.500,0,255,10.000,0,255
38,3.049,26.266,0,255,10.300,0,255
39,8.348,153.480,0,255,60.188,0,255
40,7.707,150.662,0,255,59.083,0,255
41,3.075,93.319,0,255,36.596,0,255
42,2.538,90.696,0,255,35.567,0,255
43,1.609,24.878,0,255,9.756,0,255
44,3.821,54.144,0,255,21.233,0,255
45,2.892,0.000,0,0,0.000,0,255
46,2.787,38.310,0,255,15.023,0,255
47,7.537,72.604,0,255,28.472,0,255
48,1.413,21.250,0,255,8.333,0,255
49,3.507,32.351,0,255,12.687,0,255
50,8.544,213.606,0,255,83.767,0,255
51,10.206,56.558,0,255,22.179,0,255
52,7.092,27.288,0,255,10.701,0,255
53,1.047,38.250,0,255,15.000,0,255
54,7.301,83.629,0,255,32.796,0,255
55,2.316,4.322,0,255,1.695,0,255
56,2.839,0.000,0,0,0.000,0,255
57,2.486,52.342,0,255,20.526,0,255
58,7.262,48.703,0,255,19.099,0,255
59,2.277,17.586,0,255,6.897,0,255
60,5.260,160.485,0,255,62.935,0,255
61,2.774,51.722,0,255,20.283,0,255
62,1.282,13.010,0,255,5.102,0,255
63,10.611,39.618,0,255,15.536,0,255
64,4.265,0.000,0,0,0.000,0,255
65,1.269,26.289,0,255,10.309,0,255
66,1.531,95.897,0,255,37.607,0,255
67,1.400,0.000,0,0,0.000,0,255
68,2.316,0.000,0,0,0.000,0,255
69,1.295,12.879,0,255,5.051,0,255
70,1.269,0.000,0,0,0.000,0,255
71,2.133,0.000,0,0,0.000,0,255
72,10.467,60.562,0,255,23.750,0,255
73,2.250,71.163,0,255,27.907,0,255
74,8.152,9.005,0,255,3.531,0,255
75,1.060,25.185,0,255,9.877,0,255
76,4.292,170.259,0,255,66.768,0,255
77,12.652,34.281,0,255,13.444,0,255
78,2.735,0.000,0,0,0.000,0,255
79,2.015,34.773,0,255,13.636,0,255
80,1.230,13.564,0,255,5.319,0,255
81,2.277,48.362,0,255,18.966,0,255
82,9.408,71.641,0,255,28.095,0,255
83,1.151,20.284,0,255,7.955,0,255
84,3.284,34.542,0,255,13.546,0,255
85,2.551,65.385,0,255,25.641,0,255
86,2.512,134.141,0,255,52.604,0,255
87,1.479,0.000,0,0,0.000,0,255
88,4.606,0.000,0,0,0.000,0,255
89,6.071,35.722,0,255,14.009,0,255
90,4.946,70.159,0,255,27.513,0,255
91,2.630,26.642,0,255,10.448,0,255
92,2.669,65.000,0,255,25.490,0,255
93,3.938,33.887,0,255,13.289,0,255
94,0.589,0.000,0,0,0.000,0,255
95,3.821,0.000,0,0,0.000,0,255
96,6.935,31.755,0,255,12.453,0,255
97,2.643,68.168,0,255,26.733,0,255
98,3.441,155.133,0,255,60.837,0,255
99,1.492,11.184,0,255,4.386,0,255
100,1.714,0.000,0,0,0.000,0,255
101,2.159,179.273,0,255,70.303,0,255
102,3.036,64.849,0,255,25.431,0,255
103,4.880,182.534,0,255,71.582,0,255
104,0.798,8.361,0,255,3.279,0,255
105,2.630,50.746,0,255,19.900,0,255
106,1.165,11.461,0,255,4.494,0,255
107,3.533,135.056,0,255,52.963,0,255
108,3.428,140.153,0,255,54.962,0,255
109,2.408,41.576,0,255,16.304,0,255
110,1.099,15.179,0,255,5.952,0,255
111,5.469,147.632,0,255,57.895,0,255
112,3.886,79.848,0,255,31.313,0,255
113,1.125,11.860,0,255,4.651,0,255
114,1.976,13.510,0,255,5.298,0,255
115,2.695,89.126,0,255,34.951,0,255
116,4.148,91.703,0,255,35.962,0,255
117,3.415,29.310,0,255,11.494,0,255
118,2.905,35.608,0,255,13.964,0,255
119,7.458,128.395,0,255,50.351,0,255
120,4.122,246.905,0,255,96.825,0,255
121,12.980,112.591,0,255,44.153,0,255
122,1.204,13.859,0,255,5.435,0,255
123,2.316,46.102,0,255,18.079,0,255
124,2.224,0.000,0,0,0.000,0,255
125,5.299,66.111,0,255,25.926,0,255
126,2.918,182.960,0,255,71.749,0,255
127,2.460,47.473,0,255,18.617,0,255
128,2.250,78.576,0,255,30.814,0,255
129,3.022,245.065,0,255,96.104,0,255
130,2.813,65.233,0,255,25.581,0,255
131,4.108,0.812,0,255,0.318,0,255
132,1.217,19.194,0,255,7.527,0,255
133,0.733,0.000,0,0,0.000,0,255
134,9.565,27.209,0,255,10.670,0,255
135,3.585,99.580,0,255,39.051,0,255
136,5.495,47.964,0,255,18.810,0,255
137,2.486,67.105,0,255,26.316,0,255
138,2.761,77.346,0,255,30.332,0,255
139,4.239,74.769,0,255,29.321,0,255
140,4.985,62.913,0,255,24.672,0,255
141,8.910,196.211,0,255,76.946,0,255
142,2.656,40.197,0,255,15.764,0,255
143,2.538,42.062,0,255,16.495,0,255
144,8.492,88.798,0,255,34.823,0,255
145,1.348,9.903,0,255,3.883,0,255
146,6.725,18.852,0,255,7.393,0,255
147,0.824,0.000,0,0,0.000,0,255
148,3.624,161.101,0,255,63.177,0,255
149,3.062,61.026,0,255,23.932,0,255
150,2.394,25.082,0,255,9.836,0,255
151,2.133,64.141,0,255,25.153,0,255
152,0.916,21.857,0,255,8.571,0,255
153,3.114,75.000,0,255,29.412,0,255
154,1.374,4.857,0,255,1.905,0,255
155,4.292,32.652,0,255,12.805,0,255
156,7.301,120.188,0,255,47.133,0,255
157,9.957,62.996,0,255,24.704,0,255
158,14.118,179.611,0,255,70.436,0,255
159,0.536,105.732,0,255,41.463,0,255
160,2.813,14.233,0,255,5.581,0,255
161,5.901,31.663,0,255,12.417,0,255
162,7.890,145.050,0,255,56.882,0,255
163,8.518,108.111,0,255,42.396,0,255
164,3.009,119.739,0,255,46.957,0,255
165,3.703,36.943,0,255,14.488,0,255
166,2.630,62.164,0,255,24.378,0,255
167,1.505,188.478,0,255,73.913,0,255
168,2.185,39.701,0,255,15.569,0,255
169,3.611,0.000,0,0,0.000,0,255
170,1.596,255.000,255,255,100.000,0,255
171,2.447,54.545,0,255,21.390,0,255
172,2.159,64.909,0,255,25.455,0,255
173,3.297,148.750,0,255,58.333,0,255
174,2.093,102.000,0,255,40.000,0,255
175,0.746,255.000,255,255,100.000,0,255
176,2.879,28.977,0,255,11.364,0,255
177,3.742,0.000,0,0,0.000,0,255
178,6.045,73.409,0,255,28.788,0,255
179,2.355,55.250,0,255,21.667,0,255
180,7.118,30.938,0,255,12.132,0,255
181,3.480,216.654,0,255,84.962,0,255
182,1.439,0.000,0,0,0.000,0,255
183,2.368,115.525,0,255,45.304,0,255
184,5.783,37.500,0,255,14.706,0,255
185,6.568,68.068,0,255,26.693,0,255
186,1.204,13.859,0,255,5.435,0,255
187,2.892,64.615,0,255,25.339,0,255
188,3.467,170.321,0,255,66.792,0,255
189,6.699,56.777,0,255,22.266,0,255
190,11.109,129.753,0,255,50.883,0,255
191,1.060,12.593,0,255,4.938,0,255
192,10.533,163.770,0,255,64.224,0,255
193,1.374,19.429,0,255,7.619,0,255
194,8.269,244.913,0,255,96.044,0,255
195,0.536,0.000,0,0,0.000,0,255
196,0.994,0.000,0,0,0.000,0,255
197,2.551,181.769,0,255,71.282,0,255
198,2.303,111.562,0,255,43.750,0,255
199,2.826,38.958,0,255,15.278,0,255
200,1.413,11.806,0,255,4.630,0,255
201,2.591,0.000,0,0,0.000,0,255
202,6.503,23.089,0,255,9.054,0,255
203,0.968,0.000,0,0,0.000,0,255
204,2.342,106.844,0,255,41.899,0,255
205,2.538,132.758,0,255,52.062,0,255
206,2.852,72.523,0,255,28.440,0,255
207,3.193,148.402,0,255,58.197,0,255
208,2.172,58.373,0,255,22.892,0,255
209,2.578,32.360,0,255,12.690,0,255
210,2.839,68.157,0,255,26.728,0,255
211,3.323,188.740,0,255,74.016,0,255
212,13.608,65.221,0,255,25.577,0,255
213,4.566,43.840,0,255,17.192,0,255
214,4.043,14.029,0,255,5.502,0,255
215,2.892,166.154,0,255,65.158,0,255
216,2.499,0.000,0,0,0.000,0,255
217,2.551,90.231,0,255,35.385,0,255
218,7.066,246.972,0,255,96.852,0,255
219,1.714,79.809,0,255,31.298,0,255
220,2.224,0.000,0,0,0.000,0,255
221,5.037,29.805,0,255,11.688,0,255
222,4.488,0.000,0,0,0.000,0,255
223,3.467,0.000,0,0,0.000,0,255
224,3.166,47.417,0,255,18.595,0,255
225,2.120,170.000,0,255,66.667,0,255
226,1.465,136.607,0,255,53.571,0,255
227,0.746,255.000,255,255,100.000,0,255
228,3.363,35.720,0,255,14.008,0,255
229,2.264,29.480,0,255,11.561,0,255
230,5.692,128.379,0,255,50.345,0,255
231,6.137,92.431,0,255,36.247,0,255
232,7.406,31.988,0,255,12.544,0,255
233,2.682,59.707,0,255,23.415,0,255
234,5.731,91.986,0,255,36.073,0,255
235,11.881,183.667,0,255,72.026,0,255
236,1.165,255.000,255,255,100.000,0,255
237,2.578,9.061,0,255,3.553,0,255
238,1.217,13.710,0,255,5.376,0,255
239,9.695,121.822,0,255,47.773,0,255
240,3.808,181.392,0,255,71.134,0,255
241,1.793,57.701,0,255,22.628,0,255
242,6.529,112.936,0,255,44.289,0,255
243,11.148,234.349,0,255,91.901,0,255
244,3.336,151.000,0,255,59.216,0,255
245,9.486,163.903,0,255,64.276,0,255
246,9.669,62.456,0,255,24.493,0,255
247,2.669,17.500,0,255,6.863,0,255
248,1.191,14.011,0,255,5.495,0,255
249,5.482,85.203,0,255,33.413,0,255
250,9.421,57.021,0,255,22.361,0,255
251,2.342,0.000,0,0,0.000,0,255
252,2.591,14.167,0,255,5.556,0,255
253,2.748,70.429,0,255,27.619,0,255
254,2.695,179.490,0,255,70.388,0,255
255,2.905,98.784,0,255,38.739,0,255
256,4.252,12.554,0,255,4.923,0,255
257,3.193,35.533,0,255,13.934,0,255
258,2.329,55.871,0,255,21.910,0,255
259,5.731,54.726,0,255,21.461,0,255
260,3.925,0.000,0,0,0.000,0,255
261,2.172,0.000,0,0,0.000,0,255
262,2.381,85.467,0,255,33.516,0,255
263,2.107,30.093,0,255,11.801,0,255
264,12.666,41.885,0,255,16.426,0,255
265,2.133,37.546,0,255,14.724,0,255
266,2.028,11.516,0,255,4.516,0,255
267,6.176,86.441,0,255,33.898,0,255
268,2.460,37.979,0,255,14.894,0,255
269,8.400,78.248,0,255,30.685,0,255
270,8.871,232.058,0,255,91.003,0,255
271,2.486,42.947,0,255,16.842,0,255
272,2.565,193.852,0,255,76.020,0,255
273,8.165,68.245,0,255,26.763,0,255
274,1.060,0.000,0,0,0.000,0,255
275,1.295,18.030,0,255,7.071,0,255
276,4.422,190.118,0,255,74.556,0,255
277,5.600,13.703,0,255,5.374,0,255
278,0.942,7.083,0,255,2.778,0,255
279,2.486,119.447,0,255,46.842,0,255
280,13.124,38.136,0,255,14.955,0,255
281,2.394,108.689,0,255,42.623,0,255
282,1.766,83.111,0,255,32.593,0,255
283,2.421,128.189,0,255,50.270,0,255
284,5.417,87.464,0,255,34.300,0,255
285,2.146,0.000,0,0,0.000,0,255
286,2.421,124.054,0,255,48.649,0,255
287,2.211,48.284,0,255,18.935,0,255
288,2.983,111.842,0,255,43.860,0,255
289,4.475,143.158,0,255,56.140,0,255
290,2.630,63.433,0,255,24.876,0,255
291,3.049,121.481,0,255,47.639,0,255
292,2.852,25.734,0,255,10.092,0,255
293,3.755,114.617,0,255,44.948,0,255
294,6.202,69.399,0,255,27.215,0,255
