 ,Area,Mean,Min,Max,%Area,MinThr,MaxThr
1,8.819,15.134,0,255,5.935,0,255
2,1.910,92.568,0,255,36.301,0,255
3,3.088,27.013,0,255,10.593,0,255
4,0.811,61.694,0,255,24.194,0,255
5,2.368,85.939,0,255,33.702,0,255
6,2.996,164.803,0,255,64.629,0,255
7,1.348,49.515,0,255,19.417,0,255
8,2.695,0.000,0,0,0.000,0,255
9,1.374,55.857,0,255,21.905,0,255
10,3.258,171.024,0,255,67.068,0,255
11,2.290,32.057,0,255,12.571,0,255
12,6.765,2.466,0,255,0.967,0,255
13,2.852,0.000,0,0,0.000,0,255
14,0.942,0.000,0,0,0.000,0,255
15,9.931,43.004,0,255,16.864,0,255
16,3.978,0.000,0,0,0.000,0,255
17,3.049,37.210,0,255,14.592,0,255
18,5.116,33.261,0,255,13.043,0,255
19,6.581,37.008,0,255,14.513,0,255
20,1.426,0.000,0,0,0.000,0,255
21,12.260,90.080,0,255,35.326,0,255
22,2.591,0.000,0,0,0.000,0,255
23,2.460,44.761,0,255,17.553,0,255
24,7.955,52.007,0,255,20.395,0,255
25,6.451,92.586,0,255,36.308,0,255
26,3.781,0.000,0,0,0.000,0,255
27,2.224,72.000,0,255,28.235,0,255
28,3.036,71.444,0,255,28.017,0,255
29,2.774,76.981,0,255,30.189,0,255
30,2.211,28.669,0,255,11.243,0,255
31,1.007,33.117,0,255,12.987,0,255
32,6.437,25.915,0,255,10.163,0,255
33,11.017,24.531,0,255,9.620,0,255
34,3.637,0.000,0,0,0.000,0,255
35,2.538,60.464,0,255,23.711,0,255
36,2.512,10.625,0,255,4.167,0,255
37,4.723,46.620,0,255,18.283,0,255
38,5.940,61.784,0,255,24.229,0,255
39,2.669,0.000,0,0,0.000,0,255
40,1.845,28.936,0,255,11.348,0,255
41,2.905,22.973,0,255,9.009,0,255
42,3.350,0.000,0,0,0.000,0,255
43,0.785,59.500,0,255,23.333,0,255
44,0.628,0.000,0,0,0.000,0,255
45,2.996,8.908,0,255,3.493,0,255
46,3.703,0.000,0,0,0.000,0,255
47,7.654,50.128,0,255,19.658,0,255
48,4.292,61.418,0,255,24.085,0,255
49,2.237,47.719,0,255,18.713,0,255
50,6.503,145.201,0,255,56.942,0,255
51,4.331,59.320,0,255,23.263,0,255
52,3.009,70.957,0,255,27.826,0,255
53,3.860,5.186,0,255,2.034,0,255
54,3.480,113.120,0,255,44.361,0,255
55,4.292,0.000,0,0,0.000,0,255
56,4.763,7.005,0,255,2.747,0,255
57,2.957,42.876,0,255,16.814,0,255
58,3.794,39.569,0,255,15.517,0,255
59,2.224,0.000,0,0,0.000,0,255
60,0.994,0.000,0,0,0.000,0,255
61,5.037,145.052,0,255,56.883,0,255
62,5.194,46.889,0,255,18.388,0,255
63,1.806,38.804,0,255,15.217,0,255
64,4.095,64.361,0,255,25.240,0,255
65,2.905,128.649,0,255,50.450,0,255
66,3.245,63.750,0,255,25.000,0,255
67,2.643,15.149,0,255,5.941,0,255
68,2.381,0.000,0,0,0.000,0,255
69,2.408,0.000,0,0,0.000,0,255
70,5.142,36.985,0,255,14.504,0,255
71,3.271,71.400,0,255,28.000,0,255
72,2.447,49.091,0,255,19.251,0,255
73,3.219,43.537,0,255,17.073,0,255
74,3.127,57.615,0,255,22.594,0,255
75,3.520,50.242,0,255,19.703,0,255
76,2.421,38.595,0,255,15.135,0,255
77,3.794,61.552,0,255,24.138,0,255
78,2.146,73.079,0,255,28.659,0,255
79,3.651,111.505,0,255,43.728,0,255
80,3.494,86.910,0,255,34.082,0,255
81,2.381,50.440,0,255,19.780,0,255
82,2.643,44.183,0,255,17.327,0,255
83,3.415,64.483,0,255,25.287,0,255
84,1.191,22.418,0,255,8.791,0,255
85,13.411,23.883,0,255,9.366,0,255
86,2.028,59.226,0,255,23.226,0,255
87,6.215,24.695,0,255,9.684,0,255
88,2.996,45.655,0,255,17.904,0,255
89,2.565,71.556,0,255,28.061,0,255
90,0.811,12.339,0,255,4.839,0,255
91,1.923,52.041,0,255,20.408,0,255
92,1.086,18.434,0,255,7.229,0,255
93,3.886,92.727,0,255,36.364,0,255
94,2.447,0.000,0,0,0.000,0,255
95,10.088,182.237,0,255,71.466,0,255
96,1.361,14.712,0,255,5.769,0,255
97,7.851,120.700,0,255,47.333,0,255
98,3.323,54.213,0,255,21.260,0,255
99,1.583,10.537,0,255,4.132,0,255
100,2.525,31.710,0,255,12.435,0,255
101,3.847,1.735,0,255,0.680,0,255
102,2.237,186.404,0,255,73.099,0,255
103,8.466,35.866,0,255,14.065,0,255
104,8.492,66.795,0,255,26.194,0,255
105,2.813,27.279,0,255,10.698,0,255
106,2.133,32.853,0,255,12.883,0,255
107,4.122,19.429,0,255,7.619,0,255
108,2.538,28.918,0,255,11.340,0,255
109,2.525,38.316,0,255,15.026,0,255
110,2.944,0.000,0,0,0.000,0,255
111,5.273,69.603,0,255,27.295,0,255
112,4.174,42.367,0,255,16.614,0,255
113,5.273,77.196,0,255,30.273,0,255
114,1.361,51.490,0,255,20.192,0,255
115,13.555,162.206,0,255,63.610,0,255
116,1.871,60.629,0,255,23.776,0,255
117,2.368,77.486,0,255,30.387,0,255
118,2.211,67.899,0,255,26.627,0,255
119,0.903,0.000,0,0,0.000,0,255
120,2.447,84.545,0,255,33.155,0,255
121,6.490,123.387,0,255,48.387,0,255
122,2.538,80.180,0,255,31.443,0,255
123,12.404,104.636,0,255,41.034,0,255
124,2.879,89.250,0,255,35.000,0,255
125,2.368,16.906,0,255,6.630,0,255
126,3.219,0.000,0,0,0.000,0,255
127,3.965,1.683,0,255,0.660,0,255
128,1.256,124.844,0,255,48.958,0,255
129,2.394,0.000,0,0,0.000,0,255
130,9.879,80.384,0,255,31.523,0,255
131,2.421,100.622,0,255,39.459,0,255
132,4.737,54.240,0,255,21.271,0,255
133,3.049,8.755,0,255,3.433,0,255
134,2.761,45.924,0,255,18.009,0,255
135,0.981,0.000,0,0,0.000,0,255
136,9.107,196.379,0,255,77.011,0,255
137,3.049,32.833,0,255,12.876,0,255
138,0.772,0.000,0,0,0.000,0,255
139,8.282,203.839,0,255,79.937,0,255
140,4.920,0.000,0,0,0.000,0,255
141,11.213,62.783,0,255,24.621,0,255
142,3.402,84.346,0,255,33.077,0,255
143,4.697,31.964,0,255,12.535,0,255
144,0.628,69.062,0,255,27.083,0,255
145,1.845,39.787,0,255,15.603,0,255
146,2.918,213.834,0,255,83.857,0,255
147,2.865,46.575,0,255,18.265,0,255
148,6.071,61.552,0,255,24.138,0,255
149,5.129,51.390,0,255,20.153,0,255
150,1.387,0.000,0,0,0.000,0,255
151,5.103,111.808,0,255,43.846,0,255
152,8.688,68.742,0,255,26.958,0,255
153,3.742,148.007,0,255,58.042,0,255
154,1.544,25.932,0,255,10.169,0,255
155,1.923,32.959,0,255,12.925,0,255
156,9.408,104.270,0,255,40.890,0,255
157,2.905,58.581,0,255,22.973,0,255
158,1.217,24.677,0,255,9.677,0,255
159,5.260,16.493,0,255,6.468,0,255
160,2.630,143.358,0,255,56.219,0,255
161,2.983,172.237,0,255,67.544,0,255
162,3.480,0.000,0,0,0.000,0,255
163,3.716,105.951,0,255,41.549,0,255
164,2.172,35.331,0,255,13.855,0,255
165,8.125,106.763,0,255,41.868,0,255
166,2.054,42.229,0,255,16.561,0,255
167,2.512,0.000,0,0,0.000,0,255
168,0.720,78.818,0,255,30.909,0,255
169,2.002,35.000,0,255,13.725,0,255
170,2.643,0.000,0,0,0.000,0,255
171,4.501,84.506,0,255,33.140,0,255
172,5.194,36.612,0,255,14.358,0,255
173,4.723,66.399,0,255,26.039,0,255
174,1.322,0.000,0,0,0.000,0,255
175,8.609,43.017,0,255,16.869,0,255
176,11.043,74.929,0,255,29.384,0,255
177,3.847,45.969,0,255,18.027,0,255
178,3.101,85.000,0,255,33.333,0,255
179,5.351,77.934,0,255,30.562,0,255
180,11.776,185.300,0,255,72.667,0,255
181,2.224,45.000,0,255,17.647,0,255
182,3.860,32.847,0,255,12.881,0,255
183,1.426,28.073,0,255,11.009,0,255
184,1.322,65.644,0,255,25.743,0,255
185,1.295,159.697,0,255,62.626,0,255
186,3.193,43.893,0,255,17.213,0,255
187,3.114,90.000,0,255,35.294,0,255
188,9.107,69.978,0,255,27.443,0,255
189,6.895,19.355,0,255,7.590,0,255
190,2.852,31.583,0,255,12.385,0,255
191,2.080,20.849,0,255,8.176,0,255
192,2.996,79.061,0,255,31.004,0,255
193,3.140,0.000,0,0,0.000,0,255
194,3.114,42.857,0,255,16.807,0,255
195,2.211,3.018,0,255,1.183,0,255
196,1.871,49.930,0,255,19.580,0,255
197,3.219,61.159,0,255,23.984,0,255
198,4.122,55.857,0,255,21.905,0,255
199,2.852,64.335,0,255,25.229,0,255
200,5.273,87.320,0,255,34.243,0,255
201,4.540,36.744,0,255,14.409,0,255
202,2.434,175.484,0,255,68.817,0,255
203,2.735,120.789,0,255,47.368,0,255
204,1.819,124.748,0,255,48.921,0,255
205,1.178,0.000,0,0,0.000,0,255
206,4.409,65.074,0,255,25.519,0,255
207,2.290,42.257,0,255,16.571,0,255
208,9.983,76.199,0,255,29.882,0,255
209,2.852,169.610,0,255,66.514,0,255
210,4.174,63.950,0,255,25.078,0,255
211,9.748,133.832,0,255,52.483,0,255
212,3.101,79.620,0,255,31.224,0,255
213,1.282,13.010,0,255,5.102,0,255
214,10.808,173.190,0,255,67.918,0,255
215,6.464,30.972,0,255,12.146,0,255
216,1.400,0.000,0,0,0.000,0,255
217,2.761,78.555,0,255,30.806,0,255
218,1.819,38.525,0,255,15.108,0,255
219,7.746,226.140,0,255,88.682,0,255
220,2.879,77.659,0,255,30.455,0,255
221,2.264,28.006,0,255,10.983,0,255
222,3.049,123.670,0,255,48.498,0,255
223,2.879,119.386,0,255,46.818,0,255
224,3.193,124.365,0,255,48.770,0,255
225,2.447,50.455,0,255,19.786,0,255
226,1.021,0.000,0,0,0.000,0,255
227,6.634,212.249,0,255,83.235,0,255
228,1.308,5.100,0,255,2.000,0,255
229,0.968,24.122,0,255,9.459,0,255
230,3.716,0.000,0,0,0.000,0,255
231,2.211,122.219,0,255,47.929,0,255
232,4.946,173.373,0,255,67.989,0,255
233,0.981,17.000,0,255,6.667,0,255
234,2.826,125.139,0,255,49.074,0,255
235,1.793,55.839,0,255,21.898,0,255
236,3.624,120.596,0,255,47.292,0,255
237,2.067,179.146,0,255,70.253,0,255
238,2.722,40.457,0,255,15.865,0,255
239,3.742,77.570,0,255,30.420,0,255
240,3.284,36.574,0,255,14.343,0,255
241,7.262,131.405,0,255,51.532,0,255
242,1.675,0.000,0,0,0.000,0,255
243,3.454,34.773,0,255,13.636,0,255
244,1.583,10.537,0,255,4.132,0,255
245,2.525,125.518,0,255,49.223,0,255
246,3.415,147.529,0,255,57.854,0,255
247,2.708,246.377,0,255,96.618,0,255
248,4.737,30.994,0,255,12.155,0,255
249,1.191,14.011,0,255,5.495,0,255
250,1.295,0.000,0,0,0.000,0,255
251,3.336,40.000,0,255,15.686,0,255
252,9.211,85.483,0,255,33.523,0,255
253,3.009,0.000,0,0,0.000,0,255
254,2.761,22.962,0,255,9.005,0,255
255,2.172,24.578,0,255,9.639,0,255
256,2.722,12.260,0,255,4.808,0,255
257,1.662,0.000,0,0,0.000,0,255
258,5.378,107.336,0,255,42.092,0,255
259,2.761,145.024,0,255,56.872,0,255
260,6.110,22.388,0,255,8.779,0,255
261,3.009,80.935,0,255,31.739,0,255
262,2.512,193.906,0,255,76.042,0,255
263,3.624,90.217,0,255,35.379,0,255
264,2.722,49.038,0,255,19.231,0,255
265,2.028,32.903,0,255,12.903,0,255
266,4.331,66.254,0,255,25.982,0,255
267,2.565,55.944,0,255,21.939,0,255
268,2.944,134.867,0,255,52.889,0,255
269,6.647,122.982,0,255,48.228,0,255
270,11.553,46.784,0,255,18.347,0,255
271,3.938,0.000,0,0,0.000,0,255
272,1.034,0.000,0,0,0.000,0,255
273,3.533,97.278,0,255,38.148,0,255
274,2.368,0.000,0,0,0.000,0,255
275,7.510,26.655,0,255,10.453,0,255
276,3.049,161.974,0,255,63.519,0,255
277,1.465,0.000,0,0,0.000,0,255
278,1.308,0.000,0,0,0.000,0,255
279,2.970,59.537,0,255,23.348,0,255
280,1.675,73.711,0,255,28.906,0,255
281,3.062,0.000,0,0,0.000,0,255
282,2.211,24.142,0,255,9.467,0,255
283,2.107,44.348,0,255,17.391,0,255
284,2.080,0.000,0,0,0.000,0,255
285,1.766,96.333,0,255,37.778,0,255
286,2.028,36.194,0,255,14.194,0,255
287,6.725,65.982,0,255,25.875,0,255
288,2.852,44.450,0,255,17.431,0,255
289,3.886,71.263,0,255,27.946,0,255
290,2.434,39.758,0,255,15.591,0,255
291,2.342,111.117,0,255,43.575,0,255
292,6.751,11.366,0,255,4.457,0,255
293,12.757,154.569,0,255,60.615,0,255
294,2.368,22.541,0,255,8.840,0,255
295,2.486,32.211,0,255,12.632,0,255
296,2.368,56.354,0,255,22.099,0,255
297,1.832,23.679,0,255,9.286,0,255
298,2.002,0.000,0,0,0.000,0,255
299,4.723,38.850,0,255,15.235,0,255
300,2.120,20.463,0,255,8.025,0,255
301,2.198,47.054,0,255,18.452,0,255
302,11.200,75.368,0,255,29.556,0,255
303,2.604,52.538,0,255,20.603,0,255
304,1.465,11.384,0,255,4.464,0,255
305,1.099,12.143,0,255,4.762,0,255
306,2.211,89.024,0,255,34.911,0,255
307,0.864,0.000,0,0,0.000,0,255
308,1.439,13.909,0,255,5.455,0,255
309,2.303,0.000,0,0,0.000,0,255
310,2.499,60.079,0,255,23.560,0,255
311,1.269,0.000,0,0,0.000,0,255
312,3.376,69.186,0,255,27.132,0,255
313,3.703,82.898,0,255,32.509,0,255
314,4.226,20.526,0,255,8.050,0,255
315,6.307,168.237,0,255,65.975,0,255
